Date,Store,Product,Category,Region,Units_Sold,Price,Discount,Promotion,Customer_Age,Rating,Revenue
2023-12-04,Store_A,Smartwatch,Accessories,South,4,150,0.23,Yes,51.0,3.8,524.34
2023-12-04,Store_C,Laptop,Electronics,North,7,700,0.14,No,33.0,4.6,3985.54
2023-12-04,Store_A,Laptop,Electronics,West,14,700,0.11,No,46.0,4.1,8249.14
2023-12-05,Store_E,Phone,Electronics,West,15,500,0.05,No,52.0,3.1,6751.9
2023-12-07,Store_A,Smartwatch,Accessories,East,11,150,0.06,No,41.0,2.5,1475.59
2023-12-08,Store_A,Headphones,Accessories,West,4,80,0.12,Yes,40.0,,322.13
2023-12-10,Store_C,Laptop,Electronics,East,12,700,0.04,No,34.0,4.8,7718.09
2023-12-12,Store_A,Phone,Electronics,East,11,500,0.02,No,24.0,,5179.71
2023-12-12,Store_B,Headphones,Accessories,West,6,80,0.01,Yes,32.0,4.1,547.99
2023-12-12,Store_C,Smartwatch,Accessories,North,1,150,0.05,Yes,30.0,4.7,164.33
2023-12-13,Store_E,Phone,Electronics,West,1,500,0.1,Yes,62.0,3.0,519.99
2023-12-14,Store_C,Headphones,Accessories,North,6,80,0.28,Yes,47.0,3.9,400.17
2023-12-16,Store_B,Laptop,Electronics,West,9,700,0.02,No,39.0,3.5,5981.86
2023-12-16,Store_C,Laptop,Electronics,East,3,700,0.28,No,49.0,4.7,1464.95
2023-12-22,Store_B,Smartwatch,Accessories,East,8,150,0.15,No,36.0,3.3,1000.61
2023-12-23,Store_D,Laptop,Electronics,North,15,700,0.21,No,57.0,3.3,8154.21
2023-12-24,Store_E,Phone,Electronics,West,14,500,0.19,Yes,48.0,4.5,6702.43
2023-12-26,Store_A,Laptop,Electronics,East,6,700,0.12,Yes,52.0,3.0,4387.2
2023-12-29,Store_E,Laptop,Electronics,East,12,700,0.3,No,38.0,2.6,5852.7
2023-12-29,Store_E,Phone,Electronics,East,15,500,0.12,Yes,32.0,4.9,7883.22
2023-12-31,Store_D,Laptop,Electronics,West,6,700,0.12,Yes,44.0,4.8,4432.91
2024-01-05,Store_B,Headphones,Accessories,West,5,80,0.09,No,45.0,3.7,367.75
2024-01-06,Store_C,Smartwatch,Accessories,East,9,150,0.2,No,23.0,4.5,1093.35
2024-01-08,Store_D,Smartwatch,Accessories,North,2,150,0.1,No,37.0,4.6,274.44
2024-01-09,Store_C,Smartwatch,Accessories,North,7,150,0.16,Yes,31.0,4.7,1077.99
2024-01-11,Store_E,Phone,Electronics,North,2,500,0.28,No,46.0,3.1,736.25
2024-01-14,Store_B,Laptop,Electronics,North,15,700,0.08,Yes,19.0,3.2,11923.78
2024-01-15,Store_A,Phone,Electronics,East,13,500,0.08,No,56.0,2.8,6163.12
2024-01-15,Store_E,Smartwatch,Accessories,South,6,150,0.28,No,37.0,3.2,667.84
2024-01-20,Store_B,Tablet,Electronics,North,9,350,0.05,No,35.0,3.0,3113.62
2024-01-20,Store_D,Tablet,Electronics,North,11,350,0.0,No,42.0,3.3,4005.83
2024-01-21,Store_A,Phone,Electronics,East,14,500,0.05,No,33.0,3.2,6932.05
2024-01-21,Store_A,Phone,Electronics,North,14,500,0.18,No,50.0,3.8,5983.45
2024-01-22,Store_C,Tablet,Electronics,South,13,350,0.21,Yes,26.0,4.0,4504.65
2024-01-23,Store_C,Tablet,Electronics,East,4,350,0.14,No,65.0,2.8,1259.68
2024-01-24,Store_A,Smartwatch,Accessories,West,9,150,0.08,No,,3.6,1301.8
2024-01-25,Store_D,Headphones,Accessories,North,4,80,0.23,Yes,39.0,3.1,310.47
2024-01-26,Store_D,Phone,Electronics,North,11,500,0.02,No,35.0,3.6,5669.74
2024-01-27,Store_B,Headphones,Accessories,South,1,80,0.25,No,47.0,2.7,63.23
2024-01-28,Store_B,Laptop,Electronics,East,8,700,0.25,No,50.0,4.3,4433.48
2024-01-31,Store_E,Phone,Electronics,South,14,500,0.02,Yes,50.0,4.5,8734.17
2024-01-31,Store_B,Headphones,Accessories,East,1,80,0.21,No,23.0,2.6,67.06
2024-01-31,Store_B,Smartwatch,Accessories,North,8,150,0.24,No,57.0,3.0,967.63
2024-01-31,Store_A,Smartwatch,Accessories,North,11,150,0.28,No,51.0,4.9,1260.47
2024-02-01,Store_E,Laptop,Electronics,East,6,700,0.28,No,26.0,4.2,3213.82
2024-02-01,Store_A,Smartwatch,Accessories,North,5,150,0.28,No,58.0,4.5,573.9
2024-02-02,Store_D,Headphones,Accessories,East,11,80,0.27,No,47.0,4.2,683.85
2024-02-02,Store_D,Phone,Electronics,East,6,500,0.14,Yes,61.0,4.6,3295.76
2024-02-02,Store_C,Smartwatch,Accessories,West,1,150,0.16,Yes,54.0,3.7,160.96
2024-02-04,Store_A,Phone,Electronics,West,11,500,0.1,Yes,36.0,4.4,6343.7
2024-02-05,Store_A,Smartwatch,Accessories,South,5,150,0.04,No,27.0,2.6,770.15
2024-02-05,Store_A,Headphones,Accessories,North,1,80,0.25,Yes,49.0,3.6,77.02
2024-02-05,Store_A,Tablet,Electronics,East,5,350,0.27,Yes,56.0,2.8,1639.78
2024-02-06,Store_D,Smartwatch,Accessories,East,14,150,0.01,No,25.0,2.6,2227.28
2024-02-06,Store_E,Headphones,Accessories,West,2,80,0.23,Yes,64.0,4.7,158.38
2024-02-07,Store_D,Smartwatch,Accessories,West,12,150,0.09,No,46.0,3.1,1757.53
2024-02-08,Store_D,Tablet,Electronics,West,4,350,0.05,No,40.0,2.8,1429.22
2024-02-09,Store_C,Smartwatch,Accessories,East,13,150,0.06,Yes,45.0,3.1,2367.23
2024-02-11,Store_C,Phone,Electronics,East,8,500,0.19,No,62.0,4.3,3497.1
2024-02-12,Store_A,Laptop,Electronics,South,12,700,0.22,No,19.0,4.9,7081.98
2024-02-17,Store_C,Laptop,Electronics,South,8,700,0.15,No,41.0,4.9,5179.85
2024-02-22,Store_D,Tablet,Electronics,South,12,350,0.11,No,53.0,4.5,4092.62
2024-02-22,Store_E,Phone,Electronics,South,4,500,0.14,No,57.0,4.7,1883.17
2024-02-23,Store_E,Tablet,Electronics,North,12,350,0.01,No,39.0,3.4,4557.66
2024-02-24,Store_E,Tablet,Electronics,East,9,350,0.16,Yes,42.0,2.7,3484.27
2024-02-24,Store_B,Smartwatch,Accessories,West,7,150,0.07,No,18.0,2.6,1071.55
2024-02-26,Store_E,Phone,Electronics,West,5,500,0.1,No,52.0,4.0,2474.32
2024-02-29,Store_E,Smartwatch,Accessories,South,5,150,0.13,Yes,57.0,3.8,863.66
2024-03-04,Store_A,Laptop,Electronics,East,8,700,0.18,No,56.0,4.3,5083.33
2024-03-07,Store_C,Phone,Electronics,West,4,500,0.03,No,35.0,4.6,2152.73
2024-03-10,Store_C,Smartwatch,Accessories,East,8,150,0.15,No,24.0,2.9,1134.27
2024-03-10,Store_B,Laptop,Electronics,North,13,700,0.19,No,20.0,3.7,8196.74
2024-03-10,Store_E,Smartwatch,Accessories,North,15,150,0.24,No,24.0,4.1,1901.56
2024-03-13,Store_E,Laptop,Electronics,North,9,700,0.02,No,31.0,3.5,6878.42
2024-03-13,Store_D,Tablet,Electronics,South,5,350,0.24,Yes,51.0,4.3,1778.1
2024-03-17,Store_A,Smartwatch,Accessories,West,5,150,0.1,No,44.0,4.3,753.56
2024-03-17,Store_C,Headphones,Accessories,West,12,80,0.15,No,21.0,4.7,910.97
2024-03-17,Store_C,Smartwatch,Accessories,East,5,150,0.26,No,21.0,4.6,619.59
2024-03-18,Store_A,Laptop,Electronics,East,7,700,0.22,No,24.0,3.0,4268.67
2024-03-19,Store_D,Smartwatch,Accessories,West,6,150,0.19,No,45.0,3.9,814.53
2024-03-20,Store_A,Tablet,Electronics,East,10,350,0.2,No,51.0,2.6,3129.66
2024-03-20,Store_D,Headphones,Accessories,South,9,80,0.07,No,35.0,4.6,748.44
2024-03-22,Store_D,Tablet,Electronics,West,9,350,0.3,Yes,62.0,4.4,2959.45
2024-03-24,Store_A,Laptop,Electronics,North,15,700,0.23,No,40.0,3.9,9047.53
2024-03-25,Store_B,Headphones,Accessories,South,12,80,0.17,No,41.0,3.2,891.85
2024-03-27,Store_D,Tablet,Electronics,South,13,350,0.07,No,42.0,3.6,4737.88
2024-03-28,Store_A,Headphones,Accessories,West,15,80,0.05,No,64.0,3.2,1276.58
2024-03-28,Store_A,Tablet,Electronics,East,2,350,0.03,Yes,22.0,4.9,912.42
2024-03-28,Store_A,Tablet,Electronics,West,9,350,0.25,Yes,40.0,3.0,3174.65
2024-03-30,Store_E,Smartwatch,Accessories,North,15,150,0.03,Yes,57.0,4.4,2933.2
2024-03-31,Store_A,Laptop,Electronics,North,10,700,0.17,Yes,31.0,4.6,7808.63
2024-03-31,Store_C,Phone,Electronics,West,1,500,0.09,No,25.0,3.2,509.6
2024-04-01,Store_D,Phone,Electronics,East,4,500,0.19,No,52.0,3.5,1814.39
2024-04-01,Store_D,Smartwatch,Accessories,East,2,150,0.26,Yes,53.0,5.0,298.37
2024-04-04,Store_E,Phone,Electronics,West,11,500,0.04,No,25.0,3.8,5912.33
2024-04-04,Store_C,Laptop,Electronics,West,12,700,0.13,No,46.0,4.3,8183.2
2024-04-05,Store_E,Smartwatch,Accessories,East,9,150,0.11,No,35.0,4.2,1345.21
2024-04-08,Store_A,Smartwatch,Accessories,South,15,150,0.06,Yes,27.0,3.5,2839.9
2024-04-11,Store_E,Phone,Electronics,South,7,500,0.29,No,53.0,3.7,2778.17
2024-04-12,Store_D,Smartwatch,Accessories,East,2,150,0.14,Yes,41.0,4.9,346.0
2024-04-13,Store_D,Phone,Electronics,South,1,500,0.02,No,60.0,4.0,547.41
2024-04-14,Store_B,Laptop,Electronics,West,15,700,0.18,Yes,29.0,4.3,11537.63
2024-04-15,Store_B,Headphones,Accessories,South,15,80,0.0,No,43.0,3.2,1339.43
2024-04-15,Store_B,Smartwatch,Accessories,North,12,150,0.16,No,47.0,2.7,1687.68
2024-04-15,Store_D,Headphones,Accessories,West,10,80,0.09,No,38.0,2.5,812.59
2024-04-17,Store_C,Tablet,Electronics,West,10,350,0.3,Yes,23.0,4.7,3278.36
2024-04-18,Store_E,Phone,Electronics,East,9,500,0.12,Yes,61.0,3.4,5296.05
2024-04-18,Store_A,Laptop,Electronics,North,8,700,0.09,No,55.0,4.9,5679.43
2024-04-19,Store_D,Phone,Electronics,South,8,500,0.07,No,55.0,4.0,4143.53
2024-04-19,Store_D,Laptop,Electronics,West,4,700,0.18,No,32.0,3.0,2557.41
2024-04-20,Store_B,Laptop,Electronics,South,11,700,0.25,No,59.0,4.4,6428.64
2024-04-20,Store_D,Headphones,Accessories,West,11,80,0.18,No,58.0,2.8,803.27
2024-04-20,Store_D,Laptop,Electronics,East,5,700,0.26,No,24.0,4.4,2883.15
2024-04-21,Store_A,Phone,Electronics,South,14,500,0.18,No,35.0,3.4,6385.64
2024-04-22,Store_B,Headphones,Accessories,East,12,80,0.22,Yes,31.0,4.6,998.97
2024-04-29,Store_E,Smartwatch,Accessories,East,2,150,0.16,Yes,33.0,2.5,334.36
2024-04-29,Store_C,Tablet,Electronics,West,2,350,0.14,No,29.0,3.7,665.62
2024-05-02,Store_A,Phone,Electronics,East,2,500,0.23,Yes,46.0,3.6,1018.81
2024-05-02,Store_D,Phone,Electronics,West,11,500,0.14,No,23.0,4.3,5215.34
2024-05-03,Store_C,Smartwatch,Accessories,North,10,150,0.04,No,36.0,4.0,1586.19
2024-05-04,Store_A,Phone,Electronics,South,12,500,0.01,No,30.0,5.0,6536.42
2024-05-05,Store_A,Smartwatch,Accessories,East,5,150,0.08,No,27.0,3.4,758.49
2024-05-06,Store_A,Laptop,Electronics,North,6,700,0.07,No,62.0,3.3,4289.13
2024-05-07,Store_A,Smartwatch,Accessories,West,5,150,0.2,No,65.0,4.6,658.13
2024-05-08,Store_D,Headphones,Accessories,East,2,80,0.3,Yes,31.0,2.8,147.26
2024-05-11,Store_D,Phone,Electronics,South,14,500,0.13,No,57.0,,6648.98
2024-05-11,Store_B,Laptop,Electronics,East,8,700,0.17,No,57.0,2.5,5074.63
2024-05-13,Store_E,Tablet,Electronics,West,6,350,0.2,Yes,42.0,3.1,2195.57
2024-05-14,Store_E,Phone,Electronics,West,14,500,0.13,No,22.0,2.9,6623.95
2024-05-16,Store_D,Laptop,Electronics,North,3,700,0.12,No,34.0,3.6,2004.72
2024-05-16,Store_C,Laptop,Electronics,North,12,700,0.12,No,23.0,3.5,8018.89
2024-05-17,Store_C,Laptop,Electronics,West,10,700,0.19,No,35.0,4.5,6142.51
2024-05-17,Store_A,Laptop,Electronics,West,2,700,0.12,No,43.0,4.8,1334.67
2024-05-17,Store_B,Phone,Electronics,West,2,500,0.29,No,59.0,4.5,769.17
2024-05-18,Store_C,Phone,Electronics,East,2,500,0.04,No,49.0,4.7,1038.56
2024-05-19,Store_D,Phone,Electronics,South,11,500,0.14,Yes,52.0,4.2,6131.87
2024-05-23,Store_B,Headphones,Accessories,East,7,80,0.01,No,60.0,3.2,595.42
2024-05-24,Store_A,Laptop,Electronics,South,14,700,0.17,No,30.0,3.8,8722.56
2024-05-25,Store_E,Headphones,Accessories,South,12,80,0.28,No,25.0,4.1,740.07
2024-05-25,Store_E,Phone,Electronics,East,12,500,0.1,Yes,22.0,3.0,6938.14
2024-05-25,Store_D,Headphones,Accessories,West,5,80,0.29,No,64.0,3.9,304.08
2024-05-26,Store_C,Smartwatch,Accessories,West,4,150,0.01,Yes,28.0,4.6,762.0
2024-05-27,Store_E,Smartwatch,Accessories,East,12,150,0.26,Yes,43.0,3.9,1706.01
2024-05-27,Store_D,Laptop,Electronics,East,14,700,0.06,No,42.0,3.6,9832.19
2024-05-28,Store_B,Smartwatch,Accessories,East,14,150,0.22,Yes,41.0,4.7,2094.55
2024-05-30,Store_C,Phone,Electronics,West,15,500,0.28,No,26.0,4.9,5735.4
2024-05-30,Store_D,Laptop,Electronics,North,12,700,0.1,No,39.0,4.7,8029.55
2024-05-31,Store_B,Laptop,Electronics,North,10,700,0.14,No,18.0,2.8,6383.22
2024-06-01,Store_A,Smartwatch,Accessories,East,8,150,0.0,No,36.0,5.0,1270.25
2024-06-01,Store_B,Laptop,Electronics,North,8,700,0.11,No,44.0,4.6,5275.77
2024-06-04,Store_C,Phone,Electronics,South,13,500,0.22,No,56.0,3.9,5339.02
2024-06-04,Store_B,Smartwatch,Accessories,West,3,150,0.1,No,35.0,4.6,426.49
2024-06-05,Store_E,Smartwatch,Accessories,North,6,150,0.27,No,24.0,3.6,690.64
2024-06-07,Store_D,Phone,Electronics,East,7,500,0.25,Yes,25.0,4.0,3299.43
2024-06-08,Store_B,Tablet,Electronics,West,13,350,0.16,No,27.0,4.8,3996.03
2024-06-08,Store_D,Headphones,Accessories,North,12,80,0.12,No,19.0,2.8,883.27
2024-06-09,Store_A,Smartwatch,Accessories,West,12,150,0.18,No,34.0,4.8,1540.38
2024-06-09,Store_D,Tablet,Electronics,East,8,350,0.06,No,42.0,4.5,2746.8
2024-06-09,Store_A,Headphones,Accessories,West,12,80,0.08,No,62.0,3.7,921.72
2024-06-15,Store_C,Tablet,Electronics,South,1,350,0.14,No,30.0,3.3,310.59
2024-06-17,Store_B,Phone,Electronics,West,10,500,0.09,Yes,23.0,2.9,5612.17
2024-06-20,Store_A,Phone,Electronics,North,1,500,0.16,No,56.0,4.3,429.16
2024-06-20,Store_A,Phone,Electronics,South,14,500,0.13,No,44.0,2.7,6222.83
2024-06-21,Store_C,Tablet,Electronics,South,9,350,0.25,Yes,64.0,3.1,2891.07
2024-06-23,Store_E,Phone,Electronics,West,4,500,0.21,No,42.0,5.0,1604.8
2024-06-24,Store_B,Tablet,Electronics,East,8,350,0.12,No,60.0,3.5,2497.62
2024-06-25,Store_E,Laptop,Electronics,South,15,700,0.27,No,44.0,2.7,7753.86
2024-06-26,Store_B,Tablet,Electronics,East,7,350,0.04,No,50.0,2.8,2374.43
2024-06-29,Store_A,Smartwatch,Accessories,West,8,150,0.23,Yes,64.0,2.7,1112.52
2024-06-29,Store_C,Smartwatch,Accessories,East,2,150,0.13,No,54.0,3.8,261.88
2024-06-30,Store_D,Tablet,Electronics,North,4,350,0.15,Yes,30.0,3.6,1429.84
2024-07-01,Store_D,Phone,Electronics,West,15,500,0.13,No,18.0,3.9,6519.95
2024-07-03,Store_D,Headphones,Accessories,West,8,80,0.04,No,63.0,2.9,611.39
2024-07-03,Store_B,Laptop,Electronics,North,6,700,0.0,Yes,34.0,3.7,5015.3
2024-07-04,Store_A,Headphones,Accessories,North,3,80,0.23,No,64.0,3.6,183.51
2024-07-04,Store_B,Laptop,Electronics,South,5,700,0.11,No,45.0,3.4,3093.31
2024-07-05,Store_D,Tablet,Electronics,East,11,350,0.22,No,34.0,4.8,2975.9
2024-07-07,Store_E,Tablet,Electronics,East,2,350,0.18,Yes,34.0,3.6,679.75
2024-07-10,Store_A,Tablet,Electronics,North,2,350,0.26,No,35.0,3.1,508.02
2024-07-12,Store_A,Tablet,Electronics,West,5,350,0.21,Yes,54.0,4.2,1620.29
2024-07-13,Store_B,Laptop,Electronics,East,11,700,0.26,Yes,18.0,2.6,6664.25
2024-07-14,Store_B,Smartwatch,Accessories,North,14,150,0.25,Yes,49.0,2.8,1838.28
2024-07-16,Store_D,Laptop,Electronics,West,9,700,0.16,No,65.0,4.2,5125.99
2024-07-16,Store_C,Smartwatch,Accessories,West,12,150,0.27,No,34.0,4.0,1272.78
2024-07-17,Store_D,Headphones,Accessories,South,13,80,0.27,Yes,56.0,4.3,880.65
2024-07-17,Store_B,Phone,Electronics,West,1,500,0.05,Yes,51.0,3.3,550.99
2024-07-18,Store_B,Phone,Electronics,East,11,500,0.14,No,51.0,3.8,4562.86
2024-07-19,Store_A,Laptop,Electronics,South,7,700,0.07,No,26.0,3.8,4387.01
2024-07-19,Store_A,Laptop,Electronics,West,14,700,0.08,No,23.0,4.5,8679.68
2024-07-20,Store_C,Headphones,Accessories,North,10,80,0.06,No,35.0,2.5,722.48
2024-07-22,Store_E,Laptop,Electronics,South,15,700,0.21,No,60.0,2.6,7937.18
2024-07-23,Store_D,Phone,Electronics,East,5,500,0.22,Yes,60.0,3.2,2234.57
2024-07-23,Store_B,Phone,Electronics,North,8,500,0.01,No,33.0,2.7,3781.58
2024-07-27,Store_C,Headphones,Accessories,East,3,80,0.18,Yes,45.0,3.2,223.74
2024-07-27,Store_D,Phone,Electronics,North,3,500,0.11,Yes,44.0,4.8,1517.74
2024-07-28,Store_A,Laptop,Electronics,North,13,700,0.21,No,41.0,3.2,6797.6
2024-07-28,Store_D,Smartwatch,Accessories,North,13,150,0.27,Yes,46.0,3.9,1615.2
2024-07-28,Store_C,Phone,Electronics,West,5,500,0.27,No,32.0,5.0,1725.64
2024-07-31,Store_E,Laptop,Electronics,East,10,700,0.29,Yes,49.0,3.2,5606.83
2024-07-31,Store_C,Smartwatch,Accessories,East,11,150,0.02,No,,4.3,1520.16
2024-08-01,Store_D,Tablet,Electronics,West,15,350,0.06,No,40.0,4.7,4630.67
2024-08-01,Store_A,Laptop,Electronics,North,9,700,0.16,No,65.0,2.8,4965.65
2024-08-03,Store_E,Phone,Electronics,West,13,500,0.19,No,60.0,2.9,4921.87
2024-08-09,Store_E,Phone,Electronics,East,9,500,0.25,No,65.0,2.7,3121.18
2024-08-10,Store_E,Phone,Electronics,South,13,500,0.23,Yes,,2.6,5544.71
2024-08-10,Store_B,Laptop,Electronics,West,4,700,0.13,Yes,38.0,4.7,2698.68
2024-08-12,Store_B,Smartwatch,Accessories,East,7,150,0.08,No,47.0,2.6,888.79
2024-08-15,Store_E,Smartwatch,Accessories,West,3,150,0.22,Yes,47.0,,385.63
2024-08-15,Store_D,Headphones,Accessories,East,15,80,0.19,No,62.0,3.6,889.92
2024-08-17,Store_B,Laptop,Electronics,West,3,700,0.29,Yes,54.0,4.3,1632.96
2024-08-18,Store_B,Headphones,Accessories,East,14,80,0.01,No,42.0,4.1,1010.42
2024-08-20,Store_C,Phone,Electronics,South,14,500,0.21,No,,2.5,5024.26
2024-08-23,Store_E,Tablet,Electronics,West,15,350,0.14,No,55.0,4.0,4084.54
2024-08-23,Store_A,Phone,Electronics,South,4,500,0.24,No,25.0,4.6,1375.08
2024-08-26,Store_E,Tablet,Electronics,North,9,350,0.24,No,29.0,2.7,2157.06
2024-08-26,Store_C,Phone,Electronics,West,9,500,0.19,Yes,32.0,4.8,3941.1
2024-08-27,Store_E,Laptop,Electronics,North,1,700,0.2,No,28.0,4.8,503.93
2024-08-29,Store_A,Smartwatch,Accessories,South,1,150,0.24,Yes,45.0,3.8,122.8
2024-08-31,Store_B,Laptop,Electronics,North,11,700,0.04,Yes,59.0,3.5,7944.02
2024-09-01,Store_C,Phone,Electronics,North,4,500,0.12,Yes,37.0,4.1,1889.32
2024-09-04,Store_A,Smartwatch,Accessories,South,6,150,0.03,No,39.0,3.8,778.5
2024-09-04,Store_A,Smartwatch,Accessories,West,3,150,0.17,No,45.0,4.2,333.07
2024-09-04,Store_D,Laptop,Electronics,East,3,700,0.05,No,26.0,4.0,1779.04
2024-09-07,Store_D,Headphones,Accessories,West,14,80,0.18,Yes,36.0,4.9,979.99
2024-09-08,Store_D,Tablet,Electronics,North,14,350,0.3,No,52.0,3.7,3047.36
2024-09-14,Store_C,Tablet,Electronics,South,2,350,0.21,Yes,33.0,4.1,586.94
2024-09-15,Store_B,Smartwatch,Accessories,East,8,150,0.26,Yes,53.0,4.3,941.93
2024-09-15,Store_A,Tablet,Electronics,South,15,350,0.01,No,46.0,3.9,4594.28
2024-09-15,Store_E,Phone,Electronics,North,2,500,0.0,No,47.0,4.1,883.94
2024-09-16,Store_D,Phone,Electronics,West,15,500,0.06,Yes,46.0,2.7,7473.84
2024-09-17,Store_C,Smartwatch,Accessories,North,8,150,0.07,No,,4.1,985.38
2024-09-18,Store_E,Tablet,Electronics,East,15,350,0.05,Yes,33.0,4.7,5281.89
2024-09-19,Store_A,Tablet,Electronics,South,9,350,0.07,No,20.0,2.9,2584.16
2024-09-19,Store_E,Smartwatch,Accessories,East,1,150,0.03,Yes,54.0,2.8,154.02
2024-09-23,Store_B,Headphones,Accessories,East,7,80,0.04,No,35.0,4.8,473.55
2024-09-24,Store_D,Headphones,Accessories,East,15,80,0.23,No,55.0,4.5,813.7
2024-09-25,Store_D,Headphones,Accessories,East,5,80,0.23,No,38.0,5.0,271.17
2024-09-25,Store_E,Laptop,Electronics,North,15,700,0.08,Yes,35.0,2.8,10205.97
2024-09-25,Store_D,Phone,Electronics,South,5,500,0.09,Yes,40.0,3.6,2403.58
2024-09-25,Store_B,Phone,Electronics,West,15,500,0.11,No,33.0,3.0,5876.89
2024-09-27,Store_C,Headphones,Accessories,North,3,80,0.05,Yes,65.0,3.4,240.81
2024-09-30,Store_E,Phone,Electronics,North,4,500,0.13,No,24.0,4.6,1531.2
2024-10-01,Store_D,Tablet,Electronics,East,15,350,0.26,No,60.0,4.4,3418.88
2024-10-01,Store_B,Headphones,Accessories,North,7,80,0.27,No,44.0,3.2,359.75
2024-10-02,Store_C,Headphones,Accessories,East,8,80,0.13,No,52.0,4.0,490.03
2024-10-03,Store_E,Smartwatch,Accessories,East,8,150,0.1,Yes,61.0,2.7,1140.7
2024-10-04,Store_D,Phone,Electronics,North,10,500,0.05,No,36.0,4.6,4181.39
2024-10-06,Store_A,Laptop,Electronics,West,3,700,0.14,No,32.0,3.7,1590.46
2024-10-07,Store_B,Tablet,Electronics,East,11,350,0.07,No,24.0,3.5,3154.01
2024-10-07,Store_B,Headphones,Accessories,West,4,80,0.27,No,35.0,4.6,205.77
2024-10-08,Store_A,Tablet,Electronics,South,7,350,0.01,No,,4.0,2137.23
2024-10-09,Store_A,Headphones,Accessories,East,4,80,0.26,No,58.0,4.0,208.73
2024-10-10,Store_E,Phone,Electronics,East,8,500,0.11,No,48.0,3.5,3139.18
2024-10-14,Store_A,Laptop,Electronics,South,2,700,0.2,No,62.0,4.8,989.51
2024-10-15,Store_E,Headphones,Accessories,South,2,80,0.19,No,52.0,3.9,114.57
2024-10-15,Store_D,Laptop,Electronics,West,5,700,0.26,No,59.0,3.7,2289.58
2024-10-17,Store_B,Tablet,Electronics,West,5,350,0.25,No,56.0,4.3,1161.74
2024-10-17,Store_E,Laptop,Electronics,North,1,700,0.26,No,39.0,3.8,458.5
2024-10-18,Store_E,Smartwatch,Accessories,West,1,150,0.08,Yes,52.0,3.8,146.68
2024-10-19,Store_A,Headphones,Accessories,West,12,80,0.01,Yes,48.0,2.5,1010.92
2024-10-20,Store_D,Laptop,Electronics,South,14,700,0.09,Yes,35.0,3.1,9493.13
2024-10-21,Store_C,Phone,Electronics,West,3,500,0.28,Yes,56.0,4.3,1150.58
2024-10-22,Store_A,Tablet,Electronics,East,6,350,0.02,No,50.0,3.5,1828.61
2024-10-23,Store_B,Tablet,Electronics,East,10,350,0.04,Yes,26.0,4.2,3585.74
2024-10-23,Store_D,Headphones,Accessories,West,7,80,0.06,No,32.0,4.3,468.14
2024-10-24,Store_D,Phone,Electronics,North,3,500,0.22,Yes,42.0,4.7,1249.75
2024-10-25,Store_D,Phone,Electronics,North,5,500,0.16,No,35.0,4.6,1871.06
2024-10-25,Store_A,Smartwatch,Accessories,South,15,150,0.12,No,40.0,4.3,1764.14
2024-10-26,Store_E,Laptop,Electronics,North,9,700,0.29,No,37.0,3.8,3989.29
2024-10-27,Store_E,Tablet,Electronics,West,4,350,0.23,No,19.0,3.3,962.41
2024-10-27,Store_E,Headphones,Accessories,West,11,80,0.24,No,20.0,4.5,597.08
2024-10-27,Store_B,Tablet,Electronics,East,15,350,0.23,No,48.0,2.6,3609.02
2024-10-28,Store_D,Headphones,Accessories,East,2,80,0.27,Yes,48.0,2.8,125.26
2024-10-29,Store_D,Tablet,Electronics,West,7,350,0.28,Yes,48.0,2.5,1893.87
2024-10-31,Store_C,Smartwatch,Accessories,West,1,150,0.18,No,49.0,4.7,110.3
2024-11-02,Store_C,Phone,Electronics,East,14,500,0.2,No,54.0,2.8,5033.79
2024-11-02,Store_E,Headphones,Accessories,East,10,80,0.06,No,34.0,4.6,675.97
2024-11-04,Store_B,Phone,Electronics,West,7,500,0.17,No,43.0,3.8,2617.91
2024-11-06,Store_D,Tablet,Electronics,West,1,350,0.16,No,34.0,3.7,265.65
2024-11-06,Store_B,Tablet,Electronics,North,4,350,0.03,No,62.0,4.6,1227.05
2024-11-07,Store_B,Headphones,Accessories,East,9,80,0.29,Yes,44.0,2.8,555.05
2024-11-12,Store_C,Laptop,Electronics,West,2,700,0.11,No,32.0,4.6,1135.66
2024-11-12,Store_E,Phone,Electronics,North,7,500,0.16,No,,4.5,2679.65
2024-11-12,Store_A,Smartwatch,Accessories,East,1,150,0.21,No,40.0,4.2,108.01
2024-11-13,Store_C,Phone,Electronics,North,3,500,0.06,Yes,24.0,2.9,1544.55
2024-11-14,Store_A,Smartwatch,Accessories,East,3,150,0.12,No,21.0,4.3,362.06
2024-11-14,Store_A,Tablet,Electronics,North,13,350,0.18,Yes,61.0,4.2,4093.44
2024-11-15,Store_A,Headphones,Accessories,South,7,80,0.07,No,41.0,2.6,476.92
2024-11-15,Store_E,Tablet,Electronics,North,13,350,0.3,Yes,64.0,3.1,3499.97
2024-11-15,Store_C,Tablet,Electronics,West,3,350,0.16,Yes,29.0,3.2,969.22
2024-11-16,Store_A,Smartwatch,Accessories,East,14,150,0.29,No,41.0,3.6,1367.58
2024-11-17,Store_A,Laptop,Electronics,South,4,700,0.08,Yes,24.0,2.7,2839.98
2024-11-18,Store_E,Tablet,Electronics,West,2,350,0.27,Yes,63.0,2.9,564.3
2024-11-19,Store_B,Smartwatch,Accessories,North,6,150,0.01,No,58.0,4.0,821.34
